사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2023-04,7호선,2748,가산디지털단지,"1,033,817","1,039,440","92,024","86,540",2023-05-03 10:27:53
2023-04,7호선,2749,철산,"514,230","520,724","102,299","101,126",2023-05-03 10:27:53
2023-04,7호선,2750,광명사거리,"462,325","447,656","151,891","157,451",2023-05-03 10:27:53
2023-04,7호선,2751,천왕,"269,272","253,321","59,470","59,088",2023-05-03 10:27:53
2023-04,7호선,2752,온수(성공회대입구),"256,523","239,413","42,054","40,383",2023-05-03 10:27:53
2023-04,7호선,2753,까치울,2,0,0,0,2023-05-03 10:27:53
2023-04,7호선,2759,삼산체육관,0,0,1,0,2023-05-03 10:27:53
2023-04,8호선,2811,암사,"433,827","373,855","107,803","105,871",2023-05-03 10:27:53
2023-04,8호선,2812,천호(풍납토성),"346,595","414,974","86,140","82,346",2023-05-03 10:27:53
2023-04,8호선,2813,강동구청,"228,542","236,436","66,751","67,434",2023-05-03 10:27:53
2023-04,8호선,2814,몽촌토성(평화의문),"159,661","162,992","36,424","35,459",2023-05-03 10:27:53
2023-04,8호선,2815,잠실(송파구청),"390,872","469,149","76,904","75,600",2023-05-03 10:27:53
2023-04,8호선,2816,석촌,"181,171","224,146","54,084","58,677",2023-05-03 10:27:53
2023-04,8호선,2817,송파,"198,878","193,188","63,716","63,235",2023-05-03 10:27:53
2023-04,8호선,2818,가락시장,"158,218","178,929","62,074","63,505",2023-05-03 10:27:53
2023-04,8호선,2819,문정,"504,236","529,603","61,029","61,017",2023-05-03 10:27:53
2023-04,8호선,2820,장지,"415,839","388,715","84,022","79,039",2023-05-03 10:27:53
2023-04,8호선,2821,복정,"239,523","200,392","41,773","37,049",2023-05-03 10:27:53
2023-04,8호선,2822,산성,"125,881","123,916","33,641","36,573",2023-05-03 10:27:53
2023-04,8호선,2823,남한산성입구(성남법원.검찰청),"346,172","312,856","82,363","78,692",2023-05-03 10:27:53
2023-04,8호선,2824,단대오거리,"289,656","273,229","79,857","77,393",2023-05-03 10:27:53
2023-04,8호선,2825,신흥,"109,537","114,352","42,731","44,197",2023-05-03 10:27:53
2023-04,8호선,2826,수진,"116,477","104,705","47,606","47,285",2023-05-03 10:27:53
2023-04,8호선,2827,모란,"90,847","76,047","62,106","46,876",2023-05-03 10:27:53
2023-04,8호선,2828,남위례,"161,836","168,467","33,232","32,641",2023-05-03 10:27:53
2023-04,9호선,4101,개화,"67,682","41,613","14,497","11,751",2023-05-03 10:27:53
2023-04,9호선,4102,김포공항,"198,286","287,322","21,799","26,394",2023-05-03 10:27:53
2023-04,9호선,4103,공항시장,"62,337","65,995","24,003","25,801",2023-05-03 10:27:53
2023-04,9호선,4104,신방화,"151,718","146,257","47,675","47,930",2023-05-03 10:27:53
2023-04,9호선,4105,마곡나루(서울식물원),"334,501","327,743","37,329","36,187",2023-05-03 10:27:53
2023-04,9호선,4106,양천향교,"234,976","239,580","46,488","46,268",2023-05-03 10:27:53
2023-04,9호선,4107,가양,"494,465","476,210","136,970","133,438",2023-05-03 10:27:53
2023-04,9호선,4108,증미,"171,538","159,777","35,880","36,277",2023-05-03 10:27:53
2023-04,9호선,4109,등촌,"248,019","229,086","83,012","82,842",2023-05-03 10:27:53
2023-04,9호선,4110,염창,"440,304","421,635","75,916","74,414",2023-05-03 10:27:53
2023-04,9호선,4111,신목동,"100,809","86,361","23,540","22,164",2023-05-03 10:27:53
2023-04,9호선,4112,선유도,"216,595","203,518","30,566","29,742",2023-05-03 10:27:53
2023-04,9호선,4113,당산,"495,694","497,262","70,119","65,221",2023-05-03 10:27:53
2023-04,9호선,4114,국회의사당,"430,645","448,535","68,366","59,895",2023-05-03 10:27:53
2023-04,9호선,4115,여의도,"729,433","706,438","52,001","47,999",2023-05-03 10:27:53
2023-04,9호선,4116,샛강,"148,818","145,783","29,883","29,432",2023-05-03 10:27:53
2023-04,9호선,4117,노량진,"678,189","656,702","88,717","89,166",2023-05-03 10:27:53
2023-04,9호선,4118,노들,"108,710","87,939","34,998","31,988",2023-05-03 10:27:53
2023-04,9호선,4119,흑석(중앙대입구),"232,542","234,991","58,313","58,760",2023-05-03 10:27:53
2023-04,9호선,4120,동작(현충원),"52,963","43,161","18,163","16,383",2023-05-03 10:27:53
2023-04,9호선,4121,구반포,"20,991","22,114","9,240","9,518",2023-05-03 10:27:53
2023-04,9호선,4122,신반포,"90,364","93,619","25,750","25,729",2023-05-03 10:27:53
2023-04,9호선,4123,고속터미널,"389,940","544,490","66,555","79,000",2023-05-03 10:27:53
2023-04,9호선,4124,사평,"87,260","83,613","23,802","23,845",2023-05-03 10:27:53
2023-04,9호선,4125,신논현,"834,328","819,604","53,940","52,551",2023-05-03 10:27:53
2023-04,공항철도 1호선,4201,서울역,"343,719","313,481","35,909","32,305",2023-05-03 10:27:53
2023-04,공항철도 1호선,4202,공덕,"66,838","92,379","8,368","10,292",2023-05-03 10:27:53
2023-04,공항철도 1호선,4203,홍대입구,"396,071","388,927","19,356","17,837",2023-05-03 10:27:53
2023-04,공항철도 1호선,4204,디지털미디어시티,"358,047","331,157","27,964","26,093",2023-05-03 10:27:53
2023-04,공항철도 1호선,4206,마곡나루(서울식물원),"270,951","264,285","17,975","18,427",2023-05-03 10:27:53
2023-04,공항철도 1호선,4207,김포공항,"300,019","170,935","27,838","18,832",2023-05-03 10:27:53
2023-04,공항철도 1호선,4208,계양,"330,797","305,121","36,190","33,683",2023-05-03 10:27:53
2023-04,공항철도 1호선,4209,검암,"172,581","173,734","18,425","18,761",2023-05-03 10:27:53
2023-04,공항철도 1호선,4210,청라국제도시,"182,850","174,199","14,526","14,630",2023-05-03 10:27:53
2023-04,공항철도 1호선,4211,운서,"233,235","243,546","32,236","32,704",2023-05-03 10:27:53
2023-04,공항철도 1호선,4212,공항화물청사,"51,113","54,396","9,417","9,191",2023-05-03 10:27:53
2023-04,공항철도 1호선,4213,인천공항1터미널,"337,937","315,784","32,183","29,165",2023-05-03 10:27:53
2023-04,공항철도 1호선,4215,인천공항2터미널,"124,819","110,255","12,885","11,346",2023-05-03 10:27:53
2023-04,공항철도 1호선,4217,영종,"94,080","94,655","23,513","23,339",2023-05-03 10:27:53
2023-04,9호선2~3단계,4126,언주,"268,862","274,439","30,092","29,959",2023-05-03 10:27:53
2023-04,9호선2~3단계,4127,선정릉,"246,707","272,831","27,070","28,476",2023-05-03 10:27:53
2023-04,9호선2~3단계,4128,삼성중앙,"181,064","187,904","26,952","26,378",2023-05-03 10:27:53
2023-04,9호선2~3단계,4129,봉은사,"521,367","548,889","55,373","53,129",2023-05-03 10:27:53
2023-04,9호선2~3단계,4130,종합운동장,"124,379","123,859","21,678","20,085",2023-05-03 10:27:53
2023-04,9호선2~3단계,4131,삼전,"171,127","159,922","38,212","37,667",2023-05-03 10:27:53
2023-04,9호선2~3단계,4132,석촌고분,"158,657","153,023","39,173","39,080",2023-05-03 10:27:53
2023-04,9호선2~3단계,4133,석촌,"239,051","216,396","40,393","35,627",2023-05-03 10:27:53
2023-04,9호선2~3단계,4134,송파나루,"131,008","138,832","29,539","30,296",2023-05-03 10:27:53
2023-04,9호선2~3단계,4135,한성백제,"69,237","59,858","18,119","16,417",2023-05-03 10:27:53
2023-04,9호선2~3단계,4136,올림픽공원(한국체대),"223,585","229,067","33,094","33,103",2023-05-03 10:27:53
2023-04,9호선2~3단계,4137,둔촌오륜,"26,060","24,954","6,890","7,393",2023-05-03 10:27:53
2023-04,9호선2~3단계,4138,중앙보훈병원,"239,468","205,131","78,353","76,404",2023-05-03 10:27:53
2023-04,우이신설선,4701,북한산우이,"65,509","58,236","36,808","38,862",2023-05-03 10:27:53
2023-04,우이신설선,4702,솔밭공원,"48,024","41,114","30,062","31,090",2023-05-03 10:27:53
2023-04,우이신설선,4703,4.19민주묘지,"77,386","78,596","38,927","34,509",2023-05-03 10:27:53
2023-04,우이신설선,4704,가오리,"75,494","71,133","51,392","52,187",2023-05-03 10:27:53
2023-04,우이신설선,4705,화계,"59,968","53,165","44,665","45,116",2023-05-03 10:27:53
2023-04,우이신설선,4706,삼양,"32,224","32,032","27,547","30,266",2023-05-03 10:27:53
2023-04,우이신설선,4707,삼양사거리,"38,186","37,123","36,648","36,908",2023-05-03 10:27:53
2023-04,우이신설선,4708,솔샘,"130,935","118,922","40,734","42,506",2023-05-03 10:27:53
2023-04,우이신설선,4709,북한산보국문,"151,042","137,635","45,952","45,458",2023-05-03 10:27:53
2023-04,우이신설선,4710,정릉,"96,553","84,539","48,430","45,781",2023-05-03 10:27:53
2023-04,우이신설선,4711,성신여대입구(돈암),"73,309","87,224","29,762","29,634",2023-05-03 10:27:53
2023-04,우이신설선,4712,보문,"31,447","32,804","15,812","15,571",2023-05-03 10:27:53
2023-04,우이신설선,4713,신설동,"35,326","36,256","30,313","26,753",2023-05-03 10:27:53
2023-04,신림선,4401,샛강,"62,486","77,895","14,778","14,870",2023-05-03 10:27:53
2023-04,신림선,4402,대방,"66,501","48,917","16,802","14,188",2023-05-03 10:27:53
2023-04,신림선,4403,서울지방병무청,"60,468","63,888","22,722","24,819",2023-05-03 10:27:53
2023-04,신림선,4404,보라매,"85,950","78,621","21,856","19,448",2023-05-03 10:27:53
2023-04,신림선,4405,보라매공원,"46,212","51,228","16,268","17,518",2023-05-03 10:27:53
2023-04,신림선,4406,보라매병원,"138,611","145,192","47,633","46,973",2023-05-03 10:27:53
2023-04,신림선,4407,당곡,"92,996","88,941","35,177","34,386",2023-05-03 10:27:53
2023-04,신림선,4408,신림,"35,458","53,929","15,135","18,071",2023-05-03 10:27:53
2023-04,신림선,4409,서원,"76,664","62,214","22,909","22,747",2023-05-03 10:27:53
2023-04,신림선,4410,서울대벤처타운,"208,339","187,189","61,271","61,560",2023-05-03 10:27:53
2023-04,신림선,4411,관악산(서울대),"63,684","69,063","35,209","35,595",2023-05-03 10:27:53
